label,precision,recall,f1-score,support
Dermatology,0.9655172413793104,0.9655172413793104,0.9655172413793104,29.0
Endocrinology,1.0,0.9,0.9473684210526315,10.0
Gastroenterology,0.8695652173913043,1.0,0.9302325581395349,20.0
General Medicine,0.9565217391304348,0.946236559139785,0.9513513513513514,93.0
Neurology,0.8888888888888888,0.8,0.8421052631578947,10.0
Orthopedics,1.0,1.0,1.0,10.0
Pulmonology,1.0,1.0,1.0,20.0
Rheumatology,1.0,1.0,1.0,10.0
Vascular Surgery,1.0,1.0,1.0,10.0
